quotation_id,quotation_date,print_category,quantity,standard_size,width,height,paper_type,gsm,colour_mode,sides,page_count,finishing_type,urgency,delivery_requirement,printing_cost,finishing_cost,delivery_cost,total_price,location,data_source,access_date,data_type
PUB-0068,,photo printing,1,5R,,,photo paper,230.0,full colour,single-sided,1.0,gloss finish,,,200.0,0.0,0.0,200.0,Sri Lanka,https://seyaimaging.com/,2026-08-20,Publicly available Sri Lankan price
PUB-0069,,photo printing,1,6R,,,photo paper,230.0,full colour,single-sided,1.0,gloss finish,,,250.0,0.0,0.0,250.0,Sri Lanka,https://seyaimaging.com/,2026-08-20,Publicly available Sri Lankan price
PUB-0070,,photo printing,1,8R,,,photo paper,230.0,full colour,single-sided,1.0,gloss finish,,,350.0,0.0,0.0,350.0,Sri Lanka,https://seyaimaging.com/,2026-08-20,Publicly available Sri Lankan price
PUB-0071,,photo printing,1,8x12,,,photo paper,230.0,full colour,single-sided,1.0,gloss finish,,,550.0,0.0,0.0,550.0,Sri Lanka,https://seyaimaging.com/,2026-08-20,Publicly available Sri Lankan price
PUB-0072,,photo printing,1,10R,,,photo paper,230.0,full colour,single-sided,1.0,gloss finish,,,650.0,0.0,0.0,650.0,Sri Lanka,https://seyaimaging.com/,2026-08-20,Publicly available Sri Lankan price
PUB-0073,,photo printing,1,10x15,,,photo paper,230.0,full colour,single-sided,1.0,gloss finish,,,885.0,0.0,0.0,885.0,Sri Lanka,https://seyaimaging.com/,2026-08-20,Publicly available Sri Lankan price
PUB-0074,,photo printing,6,4R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,,,450.0,0.0,0.0,450.0,Sri Lanka,https://www.printshrint.com/product/photo-prints/,2026-08-20,Publicly available Sri Lankan price
PUB-0075,,photo printing,6,5R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,,,540.0,0.0,0.0,540.0,Sri Lanka,https://www.printshrint.com/product/photo-prints/,2026-08-20,Publicly available Sri Lankan price
PUB-0076,,photo printing,12,4R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,,,800.0,0.0,0.0,800.0,Sri Lanka,https://www.printshrint.com/product/photo-prints/,2026-08-20,Publicly available Sri Lankan price
PUB-0077,,photo printing,12,5R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,,,980.0,0.0,0.0,980.0,Sri Lanka,https://www.printshrint.com/product/photo-prints/,2026-08-20,Publicly available Sri Lankan price
SYN-0261,,lamination,1,A5,,,laminating film,,,single-sided,1.0,cold lamination,standard,self-collection,0.0,19.13,0.0,19.51,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0262,,photocopy,20,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,230.57,0.0,0.0,235.18,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0263,,spiral binding,1,B4,,,copy paper,80.0,,,100.0,spiral binding,standard,delivery,0.0,150.16,350.0,501.66,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0264,,photocopy,5,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,island-wide courier,31.41,0.0,650.0,682.66,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0265,,photocopy,50,A5,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,delivery,654.08,0.0,350.0,1043.32,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0266,,spiral binding,1,A4,,,copy paper,80.0,,,200.0,spiral binding,standard,self-collection,0.0,156.8,0.0,155.23,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0267,,photocopy,5,A3,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,self-collection,112.76,0.0,0.0,115.02,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0268,,spiral binding,2,A3,,,copy paper,80.0,,,50.0,spiral binding,standard,island-wide courier,0.0,343.46,650.0,993.46,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0269,,lamination,10,A3,,,laminating film,,,single-sided,1.0,lamination,standard,self-collection,0.0,561.52,0.0,567.14,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0270,,document printout,50,Legal,,,colour paper,80.0,black and white,single-sided,100.0,none,urgent (1-2 days),delivery,63420.75,0.0,350.0,70112.82,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0271,,lamination,100,A3,,,laminating film,,,single-sided,1.0,lamination,standard,self-collection,0.0,4837.19,0.0,4933.93,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0272,,lamination,2,A5,,,laminating film,,,double-sided,1.0,lamination,standard,self-collection,0.0,49.47,0.0,49.47,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0273,,photo printing,10,10x15,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,urgent (1-2 days),self-collection,8259.78,0.0,0.0,8904.04,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0274,,photocopy,10,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,self-collection,187.58,0.0,0.0,185.7,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0275,,spiral binding,3,A4,,,copy paper,80.0,,,100.0,spiral binding,standard,self-collection,0.0,324.51,0.0,324.51,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0276,,photo printing,5,4R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,535.31,0.0,0.0,556.72,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0277,,spiral binding,20,B4,,,copy paper,80.0,,,100.0,spiral binding,standard,self-collection,0.0,2726.59,0.0,2699.33,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0278,,photocopy,5,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),self-collection,39.57,0.0,0.0,43.53,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0279,,photo printing,12,4R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),island-wide courier,803.58,0.0,650.0,1542.77,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0280,,document printout,10,A4,,,copy paper,80.0,black and white,single-sided,100.0,none,standard,island-wide courier,9236.54,0.0,650.0,10440.73,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0281,,photocopy,100,A5,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,760.64,0.0,0.0,768.24,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0282,,spiral binding,1,A3,,,copy paper,80.0,,,200.0,spiral binding,standard,island-wide courier,0.0,226.46,650.0,876.46,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0283,,photocopy,5,Legal,,,copy paper,80.0,full colour,single-sided,1.0,none,urgent (1-2 days),island-wide courier,220.87,0.0,650.0,890.53,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0284,,document printout,10,Legal,,,copy paper,80.0,full colour,single-sided,20.0,none,standard,self-collection,9794.73,0.0,0.0,9990.62,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0285,,photocopy,1,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,rush (same/next day),self-collection,10.04,0.0,0.0,12.29,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0286,,photo printing,2,8x12,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,island-wide courier,1043.66,0.0,650.0,1683.22,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0287,,photocopy,1,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,21.42,0.0,350.0,370.99,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0288,,photocopy,10,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,248.85,0.0,350.0,598.85,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0289,,photo printing,2,6R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),self-collection,492.19,0.0,0.0,541.41,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0290,,document printout,20,A4,,,copy paper,80.0,full colour,double-sided,20.0,none,rush (same/next day),self-collection,14905.51,0.0,0.0,17528.88,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0291,,photocopy,5,Legal,,,copy paper,80.0,full colour,single-sided,1.0,none,urgent (1-2 days),self-collection,180.05,0.0,0.0,196.08,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0292,,spiral binding,10,A4,,,copy paper,80.0,,,200.0,spiral binding,standard,self-collection,0.0,1531.58,0.0,1623.47,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0293,,photocopy,100,A5,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),self-collection,893.57,0.0,0.0,1002.59,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0294,,photocopy,10,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,self-collection,232.34,0.0,0.0,234.66,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0295,,photo printing,1,10R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),island-wide courier,669.53,0.0,650.0,1379.11,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0296,,photo printing,5,10R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),self-collection,3218.53,0.0,0.0,3575.79,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0297,,photo printing,20,8x12,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,standard,self-collection,8322.78,0.0,0.0,8322.78,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0298,,photocopy,500,A4,,,copy paper,80.0,full colour,double-sided,1.0,none,standard,delivery,17054.27,0.0,350.0,17574.81,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0299,,photocopy,1000,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,urgent (1-2 days),self-collection,37985.48,0.0,0.0,41784.03,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0300,,photo printing,10,4R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,standard,island-wide courier,779.46,0.0,650.0,1421.67,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0301,,document printout,20,A4,,,colour paper,80.0,full colour,single-sided,10.0,none,standard,self-collection,7566.6,0.0,0.0,7490.94,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0302,,photo printing,12,8R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,standard,delivery,3464.9,0.0,350.0,3849.55,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0303,,photocopy,250,A3,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,self-collection,5035.26,0.0,0.0,5085.61,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0304,,photocopy,100,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,922.7,0.0,0.0,931.93,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0305,,lamination,50,A4,,,laminating film,,,double-sided,1.0,lamination,urgent (1-2 days),self-collection,0.0,1383.3,0.0,1506.42,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0306,,photocopy,500,A3,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,delivery,38571.46,0.0,350.0,40464.32,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0307,,document printout,2,Legal,,,copy paper,80.0,full colour,double-sided,1.0,none,standard,self-collection,74.22,0.0,0.0,75.71,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0308,,photocopy,10,A5,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,delivery,141.23,0.0,350.0,496.88,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0309,,document printout,20,Legal,,,copy paper,80.0,full colour,single-sided,200.0,none,urgent (1-2 days),self-collection,124541.64,0.0,0.0,134255.89,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0310,,photocopy,500,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,3621.99,0.0,0.0,3694.43,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0311,,lamination,10,A4,,,laminating film,,,single-sided,1.0,lamination,standard,self-collection,0.0,257.31,0.0,272.75,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0312,,spiral binding,20,A3,,,copy paper,80.0,,,50.0,spiral binding,standard,island-wide courier,0.0,3258.41,650.0,3940.99,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0313,,spiral binding,5,B4,,,copy paper,80.0,,,250.0,spiral binding,urgent (1-2 days),self-collection,0.0,1376.32,0.0,1574.51,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0314,,document printout,1,A4,,,copy paper,80.0,full colour,single-sided,100.0,none,rush (same/next day),self-collection,3349.56,0.0,0.0,4059.67,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0315,,lamination,1,A4,,,laminating film,,,double-sided,1.0,cold lamination,standard,self-collection,0.0,34.36,0.0,36.42,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0316,,document printout,10,A3,,,copy paper,80.0,full colour,single-sided,20.0,none,standard,island-wide courier,9527.47,0.0,650.0,10368.02,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0317,,lamination,1,A5,,,laminating film,,,double-sided,1.0,cold lamination,standard,self-collection,0.0,24.3,0.0,25.27,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
